1      1      1.4      0.836068
2      1.4      1.704      0.532068
3      1.704      1.91364      0.32243
4      1.91364      2.04744      0.188631
5      2.04744      2.12824      0.107831
6      2.12824      2.1753      0.0607701
7      2.1753      2.20211      0.0339622
8      2.20211      2.21718      0.0188892
9      2.21718      2.22559      0.0104774
10      2.22559      2.23027      0.00580272
